term,n_T,n_ST,p_T,p_ST,ll,category
network upgrad,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni lot,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni m-delivery-ind,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni michael,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xiri mmsdeliverynotif,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
network identifi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
network plmn,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
network platform,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni prepar,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
document fair,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni rest,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni specul,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ni stay,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
document inform,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xid xe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nconcern reset,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nconcern nconcern,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nlaurent ron,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ncompil error,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nanyway chang,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nokia meilleray,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nokia monday,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ea -c,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ea -dcdadaac,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ea acb,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ea dabe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ea fb,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ea fc,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
eacbca -b,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
comment indic,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
discuss concern,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nokia subject,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nand nos,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nand import,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
non deliv,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
non-degrad nnon-degrad,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xa van,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
non-li function,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
namf iri,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
non-roam case,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nokia jean-pasc,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nanyway nwith,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
comment haven,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
china npostalcod,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nobjet ls,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xbc nthis,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xbc nmobil,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xbc nfax,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xbc nemail,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
comment exist,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
choic modul,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nobjet sampl,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nas updat,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
e-d nhi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nokia gesendet,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nas reaction,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
discuss desir,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nof intercept,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nokalva jean-pasc,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
check nsent,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
-li bis,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
discuss cr,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nokia bernhard,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
napplic im,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
discuss back,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
namen koen,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
namen courbon,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ebb ea,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nall nbelow,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xa make,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
note integr,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nall li,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nalf nat,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
easili show,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
discuss altern,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
easter neric,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
easter njean-pasc,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ec aj,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xa maurizio,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xa guess,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
echo point,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nalex nsent,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
note occur,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
note pad,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
note proceed,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
note section,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
charact xe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
charact wrong,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
note im,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
easier email,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
name version,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xa samedi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
check cc-poi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
name suffix,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
discuss attempt,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
name non-ascii,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
name gprscorrelationnumb,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
name express,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
normal mode,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
naltern suggest,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
naltern propos,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xa rkjmrteq,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xa nas,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
earth ancestor,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
comment ls,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nalso scope,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nalso joachim,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xa option,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
note cr,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
note crs,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
note editori,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nall nper,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
choic ntruncatedsmstpdu,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xc applic,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
comment deadlin,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
command includ,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe cpresent,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe countabl,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ncanisiusstr mainz,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ncan move,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nm nsupi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
download strong,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ncan compil,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ncall schedul,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
-e-a nhi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nbut file,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ncc sa,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nbrye ni,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
command messag,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
circumst nwith,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
circular reason,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nmarcus nfrom,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nmarkus attach,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cinterfac xe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nmaurizio nas,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe cinterfac,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ncc chavann,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
combo node,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cin relev,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
combin section,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ncommun error,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe grate,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nlea option,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe fit,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
clarif id,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
column nthe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nclaus nthe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nlet eric,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
donderdag juli,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nli nef,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
comblock tel,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
donnerstag novemb,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe emb,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
combin singl,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nli si,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nlionel ni,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe dissect,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nchang agre,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe ctxt,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
doubl quot,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe chuman,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
-e-b npost-sa,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xc eric,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nnon-degrad li,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
-fa ea,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xcc relat,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
discuss input,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nb provid,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nnevertheless lemf,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xcc invalid,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xcc deliveri,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nno chang,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xcc cc,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
drop confer,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nnag n-,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nnot applic,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
choos nto,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xc sentenc,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xc remain,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xc nnot,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xc nbest,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
choos implement,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nnote reflect,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nnow except,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
chuman action,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nbelow list,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nbetreff asn,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
draft organiz,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
-e-b stir,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe cassoci,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nmi origin,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nmi primari,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe caction,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
discuss length,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
discuss languag,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nmi vote,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nmichael hammer,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nbest ndoni,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
-f ebb,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nminor xe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
cin begin,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nmobil phone,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe alex,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
discuss juli,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nmobil xef,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nmonitor order,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
nben nfrom,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
xe accomplish,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
concentr make,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
chang csp,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
hope consensus,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
pdu lawfulinterceptionidentifi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ve contradict,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
option activ,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
etsi -x,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
case suci,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ve direct,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
opinion nwe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
case third-parti,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ve label,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
etf rfc,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
mark nwrt,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
mark nthe,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
meilleray nuli,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
pdusessionid pdhr,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
member nhere,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ve oss,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
oper niif,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
oper lemf,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
ve problem,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
detect mistak,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
oper epshi,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
conclus discuss,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
diagram appli,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
establish reason,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
canterburi special,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
case ve,0.0,1299.9999999999998,0.0,0.20277647792856027,-50.43729107462374,S\T
